Cikkszám;Kategória;Gyártó;Név;Ár;Garidõ
84031;Videokártya;PNY;PNY GeForce GTX 960 2GB GDDR5 nVidia,PCIE,GPU:1127/1178MHz,RAM:7000MHz,2GB,DDR5,128bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;63670;36
84087;Memória;Kingston;Kingston 2GB DDR2 800MHz;7250;-1
84114;Memória;Crucial;Crucial 16GB DDR4 2400MHz Kit(2x8GB) Ballistix Sport;30900;-1
84117;Memória;Crucial;Crucial 8GB DDR4 2400MHz Ballistix Sport;12630;-1
84143;Monitor;Acer;"Acer 24"" B246WLymdprx IPS LED 24"",1920x1080,100M:1,300cd/m2,6ms,1xDVI,Grey,Pivot,Multimédia,LED,D-Sub,IPS,24"",DP,Full HD,16:9";75620;36
84205;Monitor;LG;"LG 23,6"" 24M37H-B LED 23,6"",1920x1080,5M:1,200cd/m2,5ms,1xHDMI,Black,LED,D-Sub,23,6"",Full HD,16:9";31800;36
84254;Videokártya;EVGA;EVGA GeForce GTX 750 1GB DDR5 ACX FTW nVidia,PCIE,GPU:1229/1320MHz,RAM:5012MHz,1GB,DDR5,128bit,Aktív hûtés,1xDVI,1xHDMI,DisplayPort;30340;36
84257;Videokártya;EVGA;EVGA GeForce GTX 980 4GB DDR5 ACX 2.0 Classifield nVidia,PCIE,GPU:1291/1393MHz,RAM:7010MHz,4GB,DDR5,256bit,Aktív hûtés,2xDVI,1xHDMI,DisplayPort;142700;36
84260;Videokártya;EVGA;EVGA GeForce GTX 980 4GB DDR5 (Superclocked) nVidia,PCIE,GPU:1241/1342MHz,RAM:7010MHz,4GB,DDR5,256bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;128900;36
84278;Monitor;HP;"HP 23"" P232 ProDisplay LED 23"",1920x1080,5M:1/1000:1,250cd/m2,5ms,Black,LED,D-Sub,23"",DP,Full HD,16:9";43390;36
84353;Videokártya;EVGA;EVGA GeForce GTX 960 2GB DDR5 (Superclocked) ACX 2.0 nVidia,PCIE,GPU:1216/1279MHz,RAM:7010MHz,2GB,DDR5,128bit,Aktív hûtés,2xDVI,1xHDMI,DisplayPort;48500;36
84356;Videokártya;EVGA;EVGA GeForce GT 730 1GB DDR3 nVidia,PCIE,GPU:902MHz,RAM:1800MHz,1GB,DDR3,64bit,Passzív hûtés,VGA,1xDVI,1xHDMI;13250;36
84359;Videokártya;EVGA;EVGA GeForce GT 740 4GB DDR3 (Superclocked) nVidia,PCIE,GPU:1059MHz,RAM:1334MHz,4GB,DDR3,128bit,Aktív hûtés,2xDVI,mini HDMI;27600;36
84368;Videokártya;Gainward;Gainward GeForce 960GTX 4GB DDR5 Phantom nVidia,PCIE,GPU:1127/1178MHz,RAM:7000MHz,4GB,DDR5,128bit,Aktív hûtés,2xDVI,1xHDMI,DisplayPort;53100;36
84405;Monitor;Acer;"Acer 24"" G247HYLbidx IPS LED 24"",1920x1080,100M:1,250cd/m2,4ms,1xDVI,1xHDMI,Black,LED,D-Sub,IPS,24"",Full HD,16:9";40740;24
84415;Monitor;Samsung;"Samsung 29"" S29E790C LED Curved 29"",2560x1080,MegaDCR/3000:1,300cd/m2,4ms,2xHDMI,Black,Multimédia,LED,Curved, 21:9,29"",DP";143230;12
84419;Videokártya;Asus;Asus STRIX-R7370-DC2OC-2GD5-GAMING AMD,PCIE,GPU:1050MHz,RAM:5600MHz,2GB,DDR5,256bit,Aktív hûtés,2xDVI,1xHDMI,DisplayPort;36500;36
84420;Videokártya;Asus;Asus STRIX-R7370-DC2OC-4GD5-GAMING AMD,PCIE,GPU:1050MHz,RAM:5600MHz,4GB,DDR5,256bit,Aktív hûtés,2xDVI,1xHDMI,DisplayPort;41200;36
84443;Processzor;AMD;AMD X4 A10 7870K FM2+ 3,9GHz BOX;29450;36
84480;Videokártya;Msi;Msi R9 380 GAMING 2G AMD,PCIE,GPU:970/980/1000MHz,RAM:5500/5600MHz,2GB,DDR5,256bit,Aktív hûtés,2xDVI,1xHDMI,CrossFire,DisplayPort;52430;36
84483;Videokártya;Msi;Msi R9 390X GAMING 8G AMD,PCIE,GPU:1050/1080/1100MHz,RAM:6000/6100MHz,8192MB,DDR5,512bit,Aktív hûtés,2xDVI,1xHDMI,CrossFire,DisplayPort;107400;36
84487;Memória;Geil;Geil 8GB DDR3 1600MHz Evo Potenza;11410;-1
84490;Videokártya;Sapphire;Sapphire R9 380 2GB DDR5 Dual-X OC AMD,PCIE,GPU:985MHz,RAM:5600MHz,2GB,DDR5,256bit,Aktív hûtés,2xDVI,1xHDMI,CrossFire,DisplayPort;54080;24
84491;Videokártya;Sapphire;Sapphire R9 380 2GB DDR5 ITX Compact OC AMD,PCIE,GPU:980MHz,RAM:5600MHz,2GB,DDR5,256bit,Aktív hûtés,1xDVI,1xHDMI,CrossFire,2xmini DisplayPort;49300;24
84496;Memória;Kingston;Kingston 4GB DDR4 2133MHz;4190;-1
84497;Memória;Kingston;Kingston 8GB DDR4 2133MHz;7480;-1
84502;Videokártya;Asus;Asus R9 390X-DC2-8GD5 AMD,PCIE,GPU:1050MHz,RAM:6000MHz,8192MB,DDR5,512bit,Aktív hûtés,2xDVI,1xHDMI,DisplayPort;107720;36
84503;Videokártya;Asus;Asus STRIX-R9380-DC2OC-2GD5-GAMING AMD,PCIE,GPU:990MHz,RAM:5500MHz,2GB,DDR5,256bit,Aktív hûtés,2xDVI,1xHDMI,DisplayPort;51220;36
84523;Nyomtató;Epson;Epson L310 Tintasugaras ultranagy tintakapacitású nyomtató;39600;12
84546;Monitor;Samsung;"Samsung 32"" S32E590C LED Curved 32"",1920x1080,MegaDCR/5000:1,350cd/m2,4ms,2xHDMI,Black,Multimédia,LED,Curved, 21:9,32"",DP,Full HD";128590;12
84580;Videokártya;Msi;Msi R7 370 GAMING 2G AMD,PCIE,GPU:925/980/1000MHz,RAM:5600/5700MHz,2GB,DDR5,256bit,Aktív hûtés,2xDVI,1xHDMI,DisplayPort;37590;36
84581;Videokártya;Msi;Msi R7 370 GAMING 4G AMD,PCIE,GPU:975/1030/1070MHz,RAM:5600/5700MHz,4GB,DDR5,256bit,Aktív hûtés,2xDVI,1xHDMI,CrossFire,DisplayPort;46040;36
84582;Videokártya;Msi;Msi R9 380 GAMING 4G AMD,PCIE,GPU:970/980/1000MHz,RAM:5800MHz,4GB,DDR5,256bit,Aktív hûtés,2xDVI,1xHDMI,CrossFire,DisplayPort;58900;36
84643;Videokártya;Asus;Asus R7 360-OC-2GD5 AMD,PCIE,GPU:1070MHz,RAM:6500MHz,2GB,DDR5,128bit,Aktív hûtés,2xDVI,1xHDMI;29990;36
84677;Monitor;Samsung;"Samsung 28"" U28E85KRS LED 28"",3840x2160,MegaDCR/1000:1,370cd/m2,1ms,2xHDMI,Black,Pivot,LED,MiniDisplayPort,28"",DP,16:9,4K";144280;12
84690;Monitor;Samsung;"Samsung 28"" U28E590D LED 28"",3840x2160,MegaDCR/1000:1,370cd/m2,1ms,2xHDMI,Black,LED,28"",DP,16:9,4K";107580;12
84694;Videokártya;Asus;Asus STRIX-GTX960-DC2-4GD5 nVidia,PCIE,GPU:1126/1178MHz,RAM:7010MHz,4GB,DDR5,128bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;57100;36
84708;Videokártya;Sapphire;Sapphire R7 370 4GB DDR5 Dual-X OC AMD,PCIE,GPU:985MHz,RAM:5600MHz,4GB,DDR5,256bit,Aktív hûtés,2xDVI,1xHDMI,CrossFire,DisplayPort;40150;24
84733;Videokártya;Asus;Asus R9FURYX-4G AMD,PCIE,GPU:1050MHz,RAM:500MHz,4GB,DDR5,4096bit,Aktív hûtés,1xHDMI,3xDisplayPort,DisplayPort;173200;36
84846;Videokártya;GIGABYTE;GIGABYTE GTX980 Ti 6GB DDR5 GV-N98TG1 GAMING-6GD nVidia,PCIE,GPU:1190/1291 | 1152/1241MHz,RAM:7010MHz,6GB,DDR5,384bit,Aktív hûtés,2xDVI,1xHDMI,3xDisplayPort,DisplayPort;167630;36
84911;Videokártya;GIGABYTE;GIGABYTE R7 370 2GB DDR5 GV-R737WF2OC-2GD AMD,PCIE,GPU:975/1015MHz,RAM:5600MHz,2GB,DDR5,256bit,Aktív hûtés,2xDVI,1xHDMI,Windforce,DisplayPort;34590;36
84912;Videokártya;GIGABYTE;GIGABYTE R9 380 2GB DDR5 GV-R938WF2OC-2GD AMD,PCIE,GPU:970/980MHz,RAM:5500MHz,2GB,DDR5,256bit,Aktív hûtés,2xDVI,1xHDMI,Windforce,DisplayPort;55090;36
84913;Videokártya;GIGABYTE;GIGABYTE R9 390 8GB DDR5 GV-R939G1 GAMING-8GD AMD,PCIE,GPU:1000/1025MHz,RAM:6000MHz,8192MB,DDR5,512bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;77980;36
84950;Monitor;Philips;"Philips 21,5"" 227E6QDSD IPS LED 21,5"",1920x1080,20M:1/1000:1,250cd/m2,5ms,1xDVI,1xHDMI,Black,LED,D-Sub,IPS,21,5"",Full HD,16:9";30450;36
85085;Nyomtató;Samsung;Samsung SL-C430 színes lézernyomtató;33010;12
85162;Monitor;Samsung;"Samsung 23,5"" U24E590D LED 23,5"",3840x2160,MegaDCR/1000:1,300cd/m2,4ms,2xHDMI,Black,LED,23,5"",DP,16:9,4K";103080;12
85163;Monitor;Samsung;"Samsung 23,5"" U24E850R LED 23,5"",3840x2160,MegaDCR/1000:1,300cd/m2,4ms,1xHDMI,Black,Pivot,LED,USB2.0x4,23,5"",DP,16:9,4K";127720;12
85164;Monitor;Samsung;"Samsung 27"" S27E391H LED 27"",1920x1080,MegaDCR/1000:1,300cd/m2,4ms,1xHDMI,White,LED,D-Sub,27"",Full HD,16:9";62090;12
85165;Monitor;Samsung;"Samsung 32"" U32E850KR LED 32"",3840x2160,MegaDCR/1000:1,300cd/m2,4ms,2xHDMI,Black,Pivot,LED,32"",16:9,4K";249870;12
85167;Nyomtató;Samsung;Samsung SL-C430W wireless színes lézernyomtató;39840;12
85211;Videokártya;GIGABYTE;GIGABYTE R7 360 2GB DDR5 OC GV-R736OC-2GD AMD,PCIE,GPU:1050/1200MHz,RAM:6500MHz,2GB,DDR5,128bit,Aktív hûtés,2xDVI,1xHDMI,DisplayPort;25740;36
85277;Monitor;AOC;"AOC 23,6"" E2470SWDA LED 23,6"",1920x1080,20M:1/1000:1,250cd/m2,5ms,1xDVI,Black,LED,D-Sub,23,6"",Full HD,16:9";29290;36
85280;Monitor;AOC;"AOC 21,5"" I2276VW IPS LED 21,5"",1920x1080,50M:1/1000:1,250cd/m2,5ms,1xDVI,Black/Silver,LED,D-Sub,IPS,21,5"",Full HD,16:9";28480;36
85285;Videokártya;Asus;Asus STRIX-R9380-DC2-2GD5-GAMING AMD,PCIE,GPU:970/990MHz,RAM:5500MHz,2GB,DDR5,256bit,Aktív hûtés,2xDVI,1xHDMI,DisplayPort;51800;36
85286;Videokártya;Asus;Asus STRIX-GTX980TI-DC3OC-6GD5-GAMING AMD,PCIE,GPU:1216/1317 | 1190/1291MHz,RAM:7200MHz,6GB,DDR5,384bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;192890;36
85287;Videokártya;GIGABYTE;GIGABYTE R9 380 4GB DDR5 GV-R938G1 GAMING-4GD AMD,PCIE,GPU:970/990MHz,RAM:5700MHz,4GB,DDR5,256bit,Aktív hûtés,2xDVI,1xHDMI,DisplayPort;57380;36
85289;Videokártya;Msi;Msi GTX 980TI GAMING 6G nVidia,PCIE,GPU:1000/1140/1178 | 1076/1228/1279MHz,RAM:7010/7096MHz,6GB,DDR5,384bit,Aktív hûtés,1xDVI,1xHDMI,SLI,3xDisplayPort,DisplayPort;190530;36
85355;Videokártya;GIGABYTE;GIGABYTE R9 390X 8GB DDR5 GV-R939XG1 GAMING-8GD  AMD,PCIE,GPU:1050/1060MHz,RAM:6000MHz,8192MB,DDR5,512bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;98630;36
85359;Videokártya;Gainward;Gainward GeForce 980GTX Ti 6GB GDDR5 nVidia,PCIE,GPU:1000/1075MHz,RAM:7000MHz,6GB,DDR5,384bit,Aktív hûtés,1xDVI,1xHDMI,SLI,3xDisplayPort,DisplayPort;161500;24
85422;Monitor;Samsung;"Samsung 22"" S22E200BW LED 22"",1680x1050,MegaDCR/1000:1,250cd/m2,5ms,1xDVI,Black,LED,D-Sub,16:10,22""";39730;12
85445;Monitor;LG;"LG 24"" 24MP47HQ-P IPS LED 24"",1920x1080,5M:1/1000:1,250cd/m2,5ms,1xHDMI,Black,LED,D-Sub,IPS,24"",Full HD,16:9";35900;36
85485;Monitor;HP;"HP 24"" Z24n IPS LED 24"",1920x1200,1000:1,300cd/m2,8ms,1xDVI,1xHDMI,Black,Pivot,LED,USB3.0x4,IPS, 16:10,24"",DP,Full HD";98950;36
85486;Monitor;HP;"HP 21,5"" P232 ProDisplay LED 23"",1920x1080,5000000:1/1000:1,250cd/m2,5ms,Black,LED,D-Sub,23"",DP,Full HD,16:9";38080;36
85487;Monitor;LG;"LG 21,5"" 22MB37PU-B IPS LED 21,5"",1920x1080,5M:1,250cd/m2,5ms,1xDVI,Black,Multimédia,LED,D-Sub, USB,IPS,21,5"",Full HD,16:9";33900;36
85504;Videokártya;Msi;Msi GTX 980TI 6GD5 V1 nVidia,PCIE,GPU:1000/1075MHz,RAM:7010MHz,6GB,DDR5,384bit,Aktív hûtés,1xDVI,1xHDMI,SLI,3xDisplayPort,DisplayPort;157400;36
85770;Monitor;Philips;"Philips 32"" BDM3270QP LED 32"",2560x1440,50M:1/3000:1,300cd/m2,12ms,1xDVI,1xHDMI,Black,Pivot,Multimédia,LED,D-Sub, USB3.0x4,32"",DP,16:9";107060;36
85801;Videokártya;Sapphire;Sapphire R9 FURY X HBM 4GB DDR5 AMD,PCIE,GPU:1050MHz,4GB,DDR5,4096bit,Aktív hûtés,1xHDMI,CrossFire,3xDisplayPort,DisplayPort;177690;24
85851;Monitor;Samsung;"Samsung 22"" S22E450BW LED 22"",1680x1050,MegaDCR/1000:1,250cd/m2,5ms,1xDVI,Black,Pivot,LED,D-Sub,16:10,22""";39200;12
85869;Videokártya;Palit;Palit GeForce GTX980 Ti 6GB DDR5 Super JetStream nVidia,PCIE,GPU:1152/1241MHz,RAM:7000MHz,6GB,DDR5,384bit,Aktív hûtés,1xDVI,1xHDMI,SLI,DisplayPort;176460;24
85884;Processzor;Intel;Intel Core i5-6600K 3500MHz 6MB LGA1151 Box (Ventilátor nélkül);55950;36
85888;Videokártya;GIGABYTE;GIGABYTE GTX960 4GB DDR5 GV-N9600C-4GD nVidia,PCIE,GPU:1190/1253MHz,RAM:7010MHz,4GB,DDR5,128bit,Aktív hûtés,2xDVI,1xHDMI,DisplayPort;50420;36
85901;Memória;Geil;Geil 16GB DDR3 1866MHz Enhance Veloce Kit2 (2x8GB);28060;-1
85902;Memória;Geil;Geil 8GB DDR3 1600MHz Enhance Veloce;12070;-1
85910;Monitor;Asus;"Asus 24"" VN248QA LED 24"",1920x1080,80000000:1,250cd/m2,5ms,1xHDMI,Black,Multimédia,LED,D-Sub,IPS,24"",DP,Full HD,16:9";49350;36
85919;Videokártya;Asus;Asus STRIX-R9380-DC2OC-4GD5-GAMING AMD,PCIE,GPU:990/1010MHz,4GB,DDR5,256bit,Aktív hûtés,2xDVI,1xHDMI,DisplayPort;57010;36
85939;Videokártya;GIGABYTE;GIGABYTE GTX960 2GB DDR5 GV-N9600C-2GD nVidia,PCIE,GPU:1190/1253 | 1216/1279MHz,RAM:7010MHz,2GB,DDR5,128bit,Aktív hûtés,2xDVI,1xHDMI,DisplayPort;46500;36
85946;Monitor;Asus;"Asus 15,6"" MB169B+ IPS LED 15,6"",1920x1080,700:1,200cd/m2,14ms,Black,LED,USB,IPS,15,6"",Full HD,16:9";53940;36
85949;Monitor;Asus;"Asus 25"" MX259H IPS LED 25"",1920x1080,80000000:1,250cd/m2,5ms,2xHDMI,Black/Silver,Multimédia,LED,D-Sub,AH-IPS,25"",Full HD,16:9";57890;36
85950;Monitor;Asus;"Asus 23"" VC239H IPS LED 23"",1920x1080,80000000:1,250cd/m2,5ms,1xDVI,1xHDMI,Black,Multimédia,LED,D-Sub,IPS,23"",Full HD,16:9";41190;36
85951;Monitor;Asus;"Asus 23"" VC239H-W IPS LED 23"",1920x1080,80000000:1,250cd/m2,5ms,1xDVI,1xHDMI,White,Multimédia,LED,D-Sub,IPS,23"",Full HD,16:9";40550;36
85952;Monitor;Asus;"Asus 27"" VX278H LED 27"",1920x1080,80000000:1,300cd/m2,1ms,2xHDMI,Black,Multimédia,LED,D-Sub,27"",Full HD,16:9";55400;36
85963;Videokártya;Zotac;Zotac GeForce GTX 960 4GB DDR5 nVidia,PCIE,GPU:1177/1240MHz,RAM:7010MHz,4GB,DDR5,128bit,Aktív hûtés,1xDVI,1xHDMI,SLI,3xDisplayPort,DisplayPort,Extended Warranty;51500;24
85964;Videokártya;Zotac;Zotac GeForce GTX 960 4GB DDR5 AMP Edition nVidia,PCIE,GPU:1266/1329MHz,RAM:7010MHz,4GB,DDR5,128bit,Aktív hûtés,1xDVI,1xHDMI,SLI,3xDisplayPort,DisplayPort,Extended Warranty;54500;24
85965;Videokártya;Zotac;Zotac GeForce GTX 960 2GB DDR5 nVidia,PCIE,GPU:1140/1203MHz,RAM:7010MHz,2GB,DDR5,128bit,Aktív hûtés,1xDVI,1xHDMI,SLI,3xDisplayPort,DisplayPort,Extended Warranty;47200;24
85966;Videokártya;Zotac;Zotac GeForce GTX 970 4GB DDR5 nVidia,PCIE,GPU:1050/1178MHz,RAM:7010MHz,4GB,DDR5,256bit,Aktív hûtés,2xDVI,1xHDMI,SLI,DisplayPort,Extended Warranty;79900;24
85967;Videokártya;Zotac;Zotac GeForce GTX 970 4GB DDR5 nVidia,PCIE,GPU:1076/1216MHz,RAM:7010MHz,4GB,DDR5,256bit,Aktív hûtés,2xDVI,1xHDMI,SLI,DisplayPort,Extended Warranty;81500;24
85968;Videokártya;Zotac;Zotac GeForce GTX 970 4GB DDR5 AMP Omega Core Edition nVidia,PCIE,GPU:1152/1304MHz,RAM:7010MHz,4GB,DDR5,256bit,Aktív hûtés,1xDVI,1xHDMI,SLI,3xDisplayPort,DisplayPort,Extended Warranty;101780;24
85969;Videokártya;Zotac;Zotac GeForce GTX 980 4GB DDR5 AMP Edition nVidia,PCIE,GPU:1165/1266MHz,RAM:7010MHz,4GB,DDR5,256bit,Aktív hûtés,1xDVI,1xHDMI,SLI,3xDisplayPort,DisplayPort,Extended Warranty;125200;24
85971;Videokártya;Zotac;Zotac GeForce GTX 980 4GB DDR5 AMP Edition nVidia,PCIE,GPU:1202/1304MHz,RAM:7046MHz,4GB,DDR5,256bit,Aktív hûtés,1xDVI,1xHDMI,SLI,3xDisplayPort,DisplayPort,Extended Warranty;140950;24
85972;Videokártya;Zotac;Zotac GeForce GTX 980Ti 6GB DDR5 nVidia,PCIE,GPU:1000/1076MHz,RAM:7010MHz,6GB,DDR5,384bit,Aktív hûtés,1xDVI,1xHDMI,SLI,3xDisplayPort,DisplayPort,Extended Warranty;192840;24
85973;Videokártya;Zotac;Zotac GeForce GTX 980Ti 6GB DDR5 AMP Edition nVidia,PCIE,GPU:1051/1140MHz,RAM:7010MHz,6GB,DDR5,384bit,Aktív hûtés,1xDVI,1xHDMI,SLI,3xDisplayPort,DisplayPort,Extended Warranty;171400;24
85978;Memória;Corsair;Corsair 16GB DDR3L 1600MHz Kit (2x8GB) Vengeance LP;18990;-1
85979;Memória;Corsair;Corsair 16GB DDR3L 1600MHz Kit (2x8GB) Vengeance LP Red;18890;-1
85981;Memória;Corsair;Corsair 16GB DDR3L 1600MHz Kit (2x8GB) Vengeance Pro Red;19990;-1
85983;Memória;Corsair;Corsair 4GB DDR3L 1600MHz Value;4590;-1
85984;Memória;Corsair;Corsair 4GB DDR3L 1600MHz Vengeance LP;4990;-1
85985;Memória;Corsair;Corsair 4GB DDR3L 1600MHz Vengeance LP Red;4990;-1
85986;Memória;Corsair;Corsair 8GB DDR3L 1600MHz Value;8690;-1
85987;Memória;Corsair;Corsair 8GB DDR3L 1600MHz Vengeance LP;8990;-1
85988;Memória;Corsair;Corsair 8GB DDR3L 1600MHz Kit (2x4GB) Vengeance LP;10990;-1
85989;Memória;Corsair;Corsair 8GB DDR3L 1600MHz Vengeance LP Red;8990;-1
85992;Memória;Corsair;Corsair 32GB DDR3 2400MHz Kit (4x8GB) Dominator Platinum;78750;-1
85993;Memória;Corsair;Corsair 16GB DDR4 2133MHz Kit (4x4GB) Vengeance LPX Black;22990;-1
86001;Memória;Corsair;Corsair 16GB DDR4 2666MHz Kit (4x4GB) Vengeance LPX Red;25990;-1
86002;Memória;Corsair;Corsair 8GB DDR4 2666MHz Kit (2x4GB) Vengeance LPX Black;13490;-1
86008;Memória;Kingston;Kingston 4GB DDR3 1333MHz Dell;4560;-1
86030;Memória;Kingston;Kingston 8GB DDR3 2666MHz Kit(2x4GB) HyperX Predator (T2) XMP;25490;-1
86041;Videokártya;Msi;Msi GTX960 4GD5T OC nVidia,PCIE,GPU:1178/1241MHz,RAM:7010MHz,4GB,DDR5,128bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;53310;36
86045;Videokártya;GIGABYTE;GIGABYTE GTX750Ti 2GB DDR5 GV-N75TD5-2GI nVidia,PCIE,GPU:1020/1085MHz,RAM:5400MHz,2GB,DDR5,128bit,Aktív hûtés,2xDVI,2xHDMI;27800;36
86046;Videokártya;GIGABYTE;GIGABYTE R9 380 4GB DDR5 GV-R938WF2-4GD AMD,PCIE,GPU:970/980MHz,RAM:5700MHz,4GB,DDR5,256bit,Aktív hûtés,2xDVI,1xHDMI,DisplayPort;61470;36
86047;Videokártya;GIGABYTE;GIGABYTE R9 390X 8GB DDR5 GV-R939XWF2-8GD AMD,PCIE,GPU:1050MHz,RAM:6000MHz,8192MB,DDR5,512bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;97780;36
86048;Videokártya;GIGABYTE;GIGABYTE GTX980 Ti 6GB DDR5 GV-N98TWF3OC-6GD nVidia,PCIE,GPU:1064/1152 | 1102/1190MHz,RAM:7010MHz,6GB,DDR5,384bit,Aktív hûtés,2xDVI,1xHDMI,3xDisplayPort,DisplayPort;167580;36
86069;Monitor;Samsung;"Samsung 27"" S27E45KBS LED 27"",1920x1080,MegaDCR/1000:1,300cd/m2,5ms,1xDVI,Black,LED,D-Sub,27"",Full HD,16:9";72040;12
86082;Monitor;Samsung;"Samsung 21,5"" S22E200B LED 21,5"",1920x1080,MegaDCR/1000:1,250cd/m2,5ms,1xDVI,Black,LED,D-Sub,21,5"",Full HD,16:9";35470;12
86084;Monitor;Samsung;"Samsung 23,6"" S24E450BL LED 23,6"",1920x1080,MegaDCR/1000:1,350cd/m2,5ms,1xDVI,Black,Pivot,LED,D-Sub,23,6"",Full HD,16:9";47670;12
86085;Monitor;Samsung;"Samsung 19"" S19E200B LED 19"",1440x900,MegaDCR/1000:1,250cd/m2,5ms,1xDVI,Black,LED,D-Sub,16:10,19""";33350;12
86139;Processzor;Intel;Intel Core i7-6700K 4000MHz 8MB LGA1151 Box (Ventilátor nélkül);85200;36
86255;Videokártya;Asus;Asus STRIX-R9 390-DC3OC-8GD5-GAMING AMD,PCIE,GPU:1050/1070MHz,RAM:6000MHz,8192MB,DDR5,512bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;89500;36
86256;Videokártya;Asus;Asus STRIX-R9 390X-DC3OC-8GD5-GAMING AMD,PCIE,GPU:1070/1090MHz,RAM:6000MHz,8192MB,DDR5,512bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;104500;36
86281;Videokártya;Asus;Asus STRIX-GTX950-DC2OC-2GD5-GAMING nVidia,PCIE,GPU:1140/1329 | 1165/1355MHz,RAM:6610MHz,2GB,DDR5,128bit,Aktív hûtés,2xDVI,1xHDMI,DisplayPort;41890;36
86365;Nyomtató;Kyocera;Kyocera P6130cdn Ecosys A4 duplex színes lézernyomtató (P6026cdn utódja);91160;24
86397;Videokártya;XFX;XFX R9 380 2GB DDR5 Double Dissipation Black Edition AMD,PCIE,GPU:1030MHz,RAM:5800MHz,2GB,DDR5,256bit,Aktív hûtés,2xDVI,1xHDMI,DisplayPort;48590;24
86409;Monitor;Samsung;"Samsung 24"" S24E450F LED 24"",1920x1080,MegaDCR/1000:1,250cd/m2,5ms,1xDVI,1xHDMI,Black,Pivot,LED,D-Sub, USB,24"",Full HD,16:9";46060;12
86410;Monitor;Samsung;"Samsung 22"" S22E450DW LED 22"",1680x1050,MegaDCR/1000:1,250cd/m2,5ms,1xDVI,Black,LED,D-Sub,16:10,22"",DP";41390;12
86477;Videokártya;Msi;Msi GTX 950 GAMING 2G nVidia,PCIE,GPU:1026/1190 | 1102/1279 | 1127/1317MHz,RAM:6610/6650MHz,2GB,DDR5,128bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;41750;36
86480;Monitor;Samsung;"Samsung 22"" S22E450F LED 22"",1920x1080,MegaDCR/1000:1,250cd/m2,5ms,1xDVI,1xHDMI,Black,LED,D-Sub,22"",Full HD,16:9";35850;12
86565;Monitor;Samsung;"Samsung 24"" S24E650BW LED 24"",1920x1200,MegaDCR/1000:1,250cd/m2,5ms,1xDVI,Black,Pivot,LED,D-Sub,16:10,24"",Full HD";64300;12
86566;Monitor;Samsung;"Samsung 24"" S24E450B LED 24"",1920x1080,MegaDCR/1000:1,250cd/m2,5ms,1xDVI,Black,Pivot,LED,D-Sub,24"",Full HD,16:9";46990;12
86582;Videokártya;Asus;Asus STRIX-R9FURY-DC3-4G-GAMING AMD,PCIE,GPU:1000/1020MHz,RAM:500MHz,4GB,DDR5,4096bit,Aktív hûtés,1xDVI,1xHDMI,3xDisplayPort,DisplayPort;144900;36
86619;Monitor;Acer;"Acer 21"" KA210HQbd LED 21"",1920x1080,100000000:1,250cd/m2,5ms,1xDVI,Black,LED,D-Sub,21"",Full HD,16:9";22700;24
86777;Monitor;Samsung;"Samsung 21,5"" T22E390EW LED (monitor/tv) 21,5"",1920x1080,MegaDCR/1000:1,250cd/m2,5ms,2xHDMI,Black/Blue,Multimédia,TV,LED,D-Sub, USB,SCART,21,5"",Full HD,16:9";40270;12
86897;Videokártya;GIGABYTE;GIGABYTE GTX950 2GB DDR5 GV-N950OC-2GD nVidia,PCIE,GPU:1064/1241MHz,RAM:6610MHz,2GB,DDR5,128bit,Aktív hûtés,2xDVI,1xHDMI,DisplayPort;36200;36
86898;Videokártya;GIGABYTE;GIGABYTE GTX950 2GB DDR5 GV-N950WF2OC-2GD nVidia,PCIE,GPU:1102/1279MHz,RAM:6610MHz,2GB,DDR5,128bit,Aktív hûtés,2xDVI,1xHDMI,DisplayPort;36850;36
86899;Monitor;Samsung;"Samsung 23,6"" T24E390EW LED (monitor/tv) 23,6"",1920x1080,MegaDCR/1000:1,250cd/m2,5ms,2xHDMI,Black/Blue,Multimédia,TV,LED,D-Sub, USB, SCART,23,6"",Full HD,16:9";42330;12
86910;Processzor;AMD;AMD X4 A8 7670(K) FM2+ 3,6GHz BOX Black Edition;21500;36
86956;Monitor;Benq;"Benq 24"" RL2460HT LED 24"",1920x1080,12000000:1/1000:1,250cd/m2,1ms,1xDVI,2xHDMI,Black,Pivot,Multimédia,LED,D-Sub,24"",Full HD,16:9";51860;36
